Date,Open,High,Low,Close,Volume
2016-10-04,147.32,148.09,146.11,146.54,592457
2016-10-05,147.62,149.4,147.5,148.93,699115
2016-10-06,148.67,149.09,147.42,148.71,608382
2016-10-07,149.39,149.67,147.23,148.13,396775
2016-10-10,149.0,149.82,147.8,148.06,436449
2016-10-11,147.96,148.47,146.45,146.76,628592
2016-10-12,146.63,149.07,146.57,147.96,512988
2016-10-13,147.26,147.61,145.1,146.78,767281
2016-10-14,147.58,148.56,146.3,146.64,565059
2016-10-17,146.39,146.72,143.14,143.27,804436
2016-10-18,144.15,144.89,140.58,142.99,1504869
2016-10-19,142.06,145.0,138.02,142.23,2178405
2016-10-20,142.09,142.73,140.87,141.3,924079
2016-10-21,140.68,142.2,139.76,141.93,502215
2016-10-24,142.92,143.54,140.64,141.1,1013288
2016-10-25,140.43,144.26,140.09,143.81,1117820
2016-10-26,143.52,144.66,142.69,143.96,871532
2016-10-27,143.44,144.54,138.98,139.22,1363172
2016-10-28,138.45,141.41,138.19,140.2,1014898
2016-10-31,140.33,140.82,138.83,140.08,1277771
2016-11-01,139.88,140.92,138.54,139.79,802128
2016-11-02,139.66,140.0,137.12,138.14,731766
2016-11-03,138.8,140.29,138.23,138.85,1020029
2016-11-04,138.85,140.0,135.76,136.19,1095257
2016-11-07,137.54,137.83,136.22,137.54,859341
2016-11-08,137.45,139.0,136.1,137.67,921046
2016-11-09,134.79,140.54,134.08,140.33,1349866
2016-11-10,140.85,146.45,140.85,145.82,2272028
2016-11-11,145.11,147.23,143.63,145.02,1740079
2016-11-14,145.28,147.0,142.2,142.9,3409800
2016-11-15,164.0,166.9,161.53,164.33,7352943
2016-11-16,163.21,163.74,160.95,162.98,1880936
2016-11-17,163.44,166.97,162.34,166.32,1496419
2016-11-18,166.12,166.73,162.22,162.57,1226554
2016-11-21,162.75,167.39,162.0,166.9,764665
2016-11-22,167.63,170.98,167.07,170.29,1387858
2016-11-23,170.26,171.51,168.65,171.04,982068
2016-11-25,171.69,172.02,170.13,170.86,405559
2016-11-28,171.15,174.31,170.55,170.77,1023076
2016-11-29,172.34,173.49,169.7,169.8,639718
2016-11-30,169.48,170.67,168.41,169.72,827542
2016-12-01,169.18,171.57,167.32,170.76,858744
2016-12-02,170.46,171.98,169.88,170.14,487012
2016-12-05,171.44,171.96,169.96,170.53,740266
2016-12-06,170.18,173.76,169.85,173.31,753400
2016-12-07,172.38,177.0,172.38,176.78,774460
2016-12-08,176.41,177.83,175.18,176.52,796781
2016-12-09,176.05,177.32,173.96,175.58,521612
2016-12-12,174.21,175.65,171.76,173.0,1089596
2016-12-13,173.26,174.94,171.15,171.87,1015188
2016-12-14,173.03,174.29,169.89,171.51,1458012
2016-12-15,171.62,173.45,171.01,172.92,663537
2016-12-16,173.36,173.99,171.17,171.91,891704
2016-12-19,171.61,175.55,171.61,173.82,549230
2016-12-20,174.26,176.33,172.22,175.63,1246277
2016-12-21,174.76,175.47,173.31,173.51,454730
2016-12-22,172.7,173.41,169.69,170.39,946108
2016-12-23,170.69,172.08,170.0,170.89,334299
2016-12-27,170.72,172.75,170.72,171.84,508693
2016-12-28,172.01,172.92,170.35,170.42,360259
2016-12-29,170.08,171.08,169.46,170.28,431392
2016-12-30,171.32,172.0,168.6,169.12,513003
2017-01-03,170.78,171.36,169.31,170.6,691526
2017-01-04,170.37,173.17,170.37,172.0,642367
2017-01-05,170.87,173.06,170.23,171.88,860980
2017-01-06,171.32,171.99,169.3,169.63,827978
2017-01-09,170.06,170.28,168.32,169.53,560162
2017-01-10,168.7,171.92,168.63,169.92,621328
2017-01-11,173.51,174.99,170.92,173.43,889019
2017-01-12,172.42,174.61,172.0,174.47,747356
2017-01-13,174.42,175.86,173.52,174.79,1196160
2017-01-17,174.34,177.5,172.94,173.0,1048921
2017-01-18,173.01,174.18,171.76,173.98,791460
2017-01-19,174.21,174.82,171.22,171.72,606596
2017-01-20,172.24,172.91,170.41,171.5,731320
2017-01-23,167.08,168.63,164.27,167.78,1416776
2017-01-24,168.8,170.98,167.78,168.29,882432
2017-01-25,169.4,170.31,167.0,167.5,969050
2017-01-26,167.75,169.42,165.34,165.5,1301606
2017-01-27,166.15,166.28,163.94,164.37,768677
2017-01-30,165.35,165.35,162.89,164.63,727006
2017-01-31,163.9,164.68,162.27,164.24,1056018
2017-02-01,164.02,164.89,159.7,160.59,1595047
2017-02-02,160.09,163.05,160.0,162.34,1485466
