Date,Open,High,Low,Close,Adj Close,Volume
1978-04-12,0.949219,0.980469,0.949219,0.949219,0.873644,11657600
1978-04-13,0.988281,1.019531,0.988281,0.988281,0.909597,7366400
1978-04-14,1.050781,1.089844,1.050781,1.050781,0.967121,6771200
1978-04-17,1.050781,1.050781,1.019531,1.019531,0.938359,4076800
1978-04-18,1.019531,1.039063,1.011719,1.011719,0.931169,2966400
1978-04-19,1.031250,1.058594,1.031250,1.031250,0.949145,2272000
1978-04-20,1.058594,1.089844,1.058594,1.058594,0.974311,1699200
1978-04-21,1.058594,1.078125,1.050781,1.050781,0.967121,1046400
1978-04-24,1.050781,1.058594,1.031250,1.031250,0.949145,931200
1978-04-25,1.078125,1.109375,1.078125,1.078125,0.992287,2256000
1978-04-26,1.128906,1.160156,1.128906,1.128906,1.039026,1264000
1978-04-27,1.128906,1.160156,1.128906,1.128906,1.039026,1075200
1978-04-28,1.199219,1.230469,1.199219,1.199219,1.103741,1971200
1978-05-01,1.179688,1.179688,1.148438,1.148438,1.057002,1500800
1978-05-02,1.160156,1.191406,1.160156,1.160156,1.067788,816000
1978-05-03,1.160156,1.160156,1.128906,1.128906,1.039026,627200
1978-05-04,1.148438,1.179688,1.148438,1.148438,1.057002,1046400
1978-05-05,1.160156,1.191406,1.160156,1.160156,1.067788,681600
1978-05-08,1.171875,1.199219,1.171875,1.171875,1.078573,918400
1978-05-09,1.179688,1.210938,1.179688,1.179688,1.085764,694400
1978-05-10,1.191406,1.218750,1.191406,1.191406,1.096550,774400
1978-05-11,1.230469,1.269531,1.230469,1.230469,1.132502,1449600
1978-05-12,1.250000,1.281250,1.250000,1.250000,1.150479,627200
1978-05-15,1.250000,1.269531,1.238281,1.238281,1.139692,307200
1978-05-16,1.320313,1.351563,1.320313,1.320313,1.215193,1225600
1978-05-17,1.320313,1.339844,1.308594,1.308594,1.204407,534400
1978-05-18,1.308594,1.328125,1.300781,1.300781,1.197216,633600
1978-05-19,1.261719,1.261719,1.230469,1.230469,1.132502,1040000
1978-05-22,1.230469,1.250000,1.218750,1.218750,1.121717,451200
1978-05-23,1.199219,1.199219,1.171875,1.171875,1.078573,656000
1978-05-24,1.160156,1.160156,1.128906,1.128906,1.039026,912000
1978-05-25,1.160156,1.199219,1.160156,1.160156,1.067788,1171200
1978-05-26,1.179688,1.210938,1.179688,1.179688,1.085764,499200
1978-05-30,1.230469,1.261719,1.230469,1.230469,1.132502,355200
1978-05-31,1.230469,1.261719,1.230469,1.230469,1.132502,870400
1978-06-01,1.230469,1.250000,1.218750,1.218750,1.121717,230400
1978-06-02,1.218750,1.238281,1.210938,1.210938,1.114526,272000
1978-06-05,1.230469,1.261719,1.230469,1.230469,1.132502,332800
1978-06-06,1.250000,1.281250,1.250000,1.250000,1.150479,1222400
1978-06-07,1.250000,1.269531,1.230469,1.230469,1.132502,576000
1978-06-08,1.250000,1.281250,1.250000,1.250000,1.150479,569600
1978-06-09,1.250000,1.269531,1.238281,1.238281,1.139692,339200
1978-06-12,1.269531,1.300781,1.269531,1.269531,1.168455,774400
1978-06-13,1.339844,1.371094,1.339844,1.339844,1.233169,1721600
1978-06-14,1.359375,1.390625,1.359375,1.359375,1.251146,646400
1978-06-15,1.359375,1.390625,1.359375,1.359375,1.251146,691200
1978-06-16,1.351563,1.351563,1.320313,1.320313,1.215193,643200
1978-06-19,1.308594,1.308594,1.281250,1.281250,1.179240,1452800
1978-06-20,1.261719,1.261719,1.230469,1.230469,1.132502,502400
1978-06-21,1.230469,1.230469,1.199219,1.199219,1.103741,521600
1978-06-22,1.218750,1.250000,1.218750,1.218750,1.121717,742400
1978-06-23,1.218750,1.230469,1.199219,1.199219,1.103741,412800
1978-06-26,1.199219,1.199219,1.160156,1.160156,1.067788,348800
1978-06-27,1.160156,1.179688,1.148438,1.148438,1.057002,822400
1978-06-28,1.160156,1.199219,1.160156,1.160156,1.067788,656000
1978-06-29,1.199219,1.230469,1.199219,1.199219,1.103741,598400
1978-06-30,1.250000,1.281250,1.250000,1.250000,1.150479,550400
1978-07-03,1.261719,1.289063,1.261719,1.261719,1.161264,176000
1978-07-05,1.261719,1.269531,1.238281,1.238281,1.139692,499200
1978-07-06,1.308594,1.339844,1.308594,1.308594,1.204407,1104000
1978-07-07,1.328125,1.359375,1.328125,1.328125,1.222383,777600
1978-07-10,1.351563,1.378906,1.351563,1.351563,1.243954,339200
1978-07-11,1.378906,1.410156,1.378906,1.378906,1.269122,1475200
1978-07-12,1.378906,1.390625,1.359375,1.359375,1.251146,700800
1978-07-13,1.359375,1.378906,1.351563,1.351563,1.243954,323200
1978-07-14,1.371094,1.398438,1.371094,1.371094,1.261931,201600
1978-07-17,1.429688,1.460938,1.429688,1.429688,1.315860,1248000
1978-07-18,1.429688,1.460938,1.429688,1.429688,1.315860,1075200
1978-07-19,1.480469,1.519531,1.480469,1.480469,1.362598,947200
1978-07-20,1.480469,1.511719,1.480469,1.480469,1.362598,784000
1978-07-21,1.468750,1.468750,1.441406,1.441406,1.326645,441600
1978-07-24,1.441406,1.468750,1.441406,1.441406,1.326645,646400
1978-07-25,1.441406,1.460938,1.429688,1.429688,1.315860,1161600
1978-07-26,1.429688,1.460938,1.429688,1.429688,1.315860,675200
1978-07-27,1.449219,1.480469,1.449219,1.449219,1.333836,508800
1978-07-28,1.449219,1.480469,1.449219,1.449219,1.333836,304000
1978-07-31,1.449219,1.468750,1.441406,1.441406,1.326645,192000
1978-08-01,1.468750,1.500000,1.468750,1.468750,1.351812,390400
1978-08-02,1.488281,1.519531,1.488281,1.488281,1.369788,416000
1978-08-03,1.558594,1.589844,1.558594,1.558594,1.434502,1081600
1978-08-04,1.640625,1.671875,1.640625,1.640625,1.510003,972800
1978-08-07,1.699219,1.730469,1.699219,1.699219,1.563932,1008000
1978-08-08,1.738281,1.769531,1.738281,1.738281,1.599884,1068800
1978-08-09,1.738281,1.761719,1.730469,1.730469,1.592693,636800
1978-08-10,1.730469,1.750000,1.718750,1.718750,1.581908,595200
1978-08-11,1.718750,1.750000,1.718750,1.718750,1.581908,268800
1978-08-14,1.730469,1.761719,1.730469,1.730469,1.592693,563200
1978-08-15,1.769531,1.800781,1.769531,1.769531,1.628646,710400
1978-08-16,1.839844,1.878906,1.839844,1.839844,1.693361,611200
1978-08-17,1.910156,1.949219,1.910156,1.910156,1.758075,1126400
1978-08-18,1.910156,1.910156,1.878906,1.878906,1.729313,550400
1978-08-21,1.781250,1.781250,1.750000,1.750000,1.610670,918400
1978-08-22,1.761719,1.789063,1.761719,1.761719,1.621455,1011200
1978-08-23,1.851563,1.878906,1.851563,1.851563,1.704146,1174400
1978-08-24,1.968750,2.000000,1.968750,1.968750,1.812003,1219200
1978-08-25,2.058594,2.089844,2.058594,2.058594,1.894694,1484800
1978-08-28,2.019531,2.019531,1.988281,1.988281,1.829980,790400
1978-08-29,1.949219,1.949219,1.921875,1.921875,1.768860,816000
1978-08-30,1.890625,1.890625,1.859375,1.859375,1.711337,736000
1978-08-31,1.839844,1.839844,1.808594,1.808594,1.664598,387200
1978-09-01,1.839844,1.878906,1.839844,1.839844,1.693361,182400
1978-09-05,1.921875,1.949219,1.921875,1.921875,1.768860,528000
1978-09-06,1.949219,1.980469,1.949219,1.949219,1.794027,608000
1978-09-07,1.949219,1.980469,1.949219,1.949219,1.794027,518400
1978-09-08,2.050781,2.089844,2.050781,2.050781,1.887504,649600
1978-09-11,2.089844,2.128906,2.089844,2.089844,1.923456,752000
1978-09-12,2.121094,2.148438,2.121094,2.121094,1.952218,416000
1978-09-13,2.121094,2.128906,2.089844,2.089844,1.923456,681600
1978-09-14,2.089844,2.089844,2.058594,2.058594,1.894694,566400
1978-09-15,2.058594,2.089844,2.058594,2.058594,1.894694,867200
1978-09-18,1.988281,1.988281,1.960938,1.960938,1.804813,729600
1978-09-19,1.929688,1.929688,1.898438,1.898438,1.747289,611200
1978-09-20,1.851563,1.851563,1.820313,1.820313,1.675384,748800
1978-09-21,1.781250,1.781250,1.750000,1.750000,1.610670,1222400
1978-09-22,1.679688,1.679688,1.648438,1.648438,1.517193,1737600
1978-09-25,1.660156,1.691406,1.660156,1.660156,1.527979,1126400
1978-09-26,1.781250,1.828125,1.781250,1.781250,1.639432,1835200
1978-09-27,1.843750,1.890625,1.843750,1.843750,1.696955,1366400
1978-09-28,1.953125,2.000000,1.953125,1.953125,1.797622,696000
1978-09-29,2.000000,2.046875,2.000000,2.000000,1.840766,1027200
1978-10-02,2.062500,2.109375,2.062500,2.062500,1.898290,505600
1978-10-03,2.062500,2.078125,2.031250,2.031250,1.869528,652800
1978-10-04,2.031250,2.046875,2.000000,2.000000,1.840766,483200
1978-10-05,2.023438,2.062500,2.023438,2.023438,1.862337,414400
1978-10-06,2.046875,2.093750,2.046875,2.046875,1.883908,110400
1978-10-09,2.109375,2.156250,2.109375,2.109375,1.941432,283200
1978-10-10,2.109375,2.132813,2.078125,2.078125,1.912670,296000
1978-10-11,2.132813,2.171875,2.132813,2.132813,1.963004,174400
1978-10-12,2.140625,2.187500,2.140625,2.140625,1.970194,771200
1978-10-13,2.140625,2.156250,2.109375,2.109375,1.941432,264000
1978-10-16,1.976563,1.976563,1.937500,1.937500,1.783241,332800
1978-10-17,1.906250,1.906250,1.859375,1.859375,1.711337,913600
1978-10-18,1.859375,1.859375,1.812500,1.812500,1.668193,339200
1978-10-19,1.773438,1.773438,1.718750,1.718750,1.581908,388800
1978-10-20,1.671875,1.671875,1.632813,1.632813,1.502812,576000
1978-10-23,1.609375,1.609375,1.562500,1.562500,1.438098,814400
1978-10-24,1.562500,1.578125,1.531250,1.531250,1.409336,499200
1978-10-25,1.531250,1.546875,1.500000,1.500000,1.380574,761600
1978-10-26,1.359375,1.359375,1.312500,1.312500,1.208002,1131200
1978-10-27,1.312500,1.359375,1.312500,1.312500,1.208002,672000
1978-10-30,1.203125,1.203125,1.156250,1.156250,1.064193,1032000
1978-10-31,1.250000,1.296875,1.250000,1.250000,1.150479,814400
1978-11-01,1.437500,1.476563,1.437500,1.437500,1.323050,884800
1978-11-02,1.468750,1.523438,1.468750,1.468750,1.351812,905600
1978-11-03,1.500000,1.546875,1.500000,1.500000,1.380574,672000
1978-11-06,1.500000,1.531250,1.476563,1.476563,1.359002,390400
1978-11-07,1.437500,1.437500,1.390625,1.390625,1.279907,416000
1978-11-08,1.390625,1.390625,1.343750,1.343750,1.236764,451200
1978-11-09,1.359375,1.406250,1.359375,1.359375,1.251146,680000
1978-11-10,1.421875,1.468750,1.421875,1.421875,1.308669,390400
1978-11-13,1.390625,1.390625,1.343750,1.343750,1.236764,177600
1978-11-14,1.312500,1.312500,1.273438,1.273438,1.172050,534400
1978-11-15,1.296875,1.343750,1.296875,1.296875,1.193621,324800
1978-11-16,1.359375,1.406250,1.359375,1.359375,1.251146,188800
1978-11-17,1.468750,1.523438,1.468750,1.468750,1.351812,537600
1978-11-20,1.476563,1.531250,1.476563,1.476563,1.359002,400000
1978-11-21,1.476563,1.500000,1.453125,1.453125,1.337431,444800
