Date,Open,High,Low,Close,Volume
2016-10-04,43.62,44.09,43.55,43.75,44008293
2016-10-05,43.83,45.08,43.83,44.99,40458953
2016-10-06,45.18,45.39,44.83,45.18,29878198
2016-10-07,45.2,45.45,44.93,45.33,24893588
2016-10-10,45.7,45.92,45.44,45.65,21804917
2016-10-11,45.8,45.82,45.15,45.45,25442608
2016-10-12,45.51,45.83,45.32,45.32,21780463
2016-10-13,45.24,45.24,44.28,44.75,44174614
2016-10-14,45.17,45.52,44.32,44.71,45418598
2016-10-17,44.54,44.76,44.32,44.5,18861278
2016-10-18,44.75,45.0,44.41,44.95,23877562
2016-10-19,44.86,45.53,44.86,45.26,26976973
2016-10-20,44.97,45.29,44.66,44.93,27210558
2016-10-21,44.74,45.3,44.66,45.09,21490816
2016-10-24,45.45,45.68,45.29,45.52,19303808
2016-10-25,45.47,45.8,45.41,45.72,20402012
2016-10-26,45.46,46.17,45.44,46.15,25181900
2016-10-27,46.42,46.81,46.26,46.41,25661020
2016-10-28,46.57,46.64,45.88,46.23,20882042
2016-10-31,46.4,46.56,46.0,46.01,20115933
2016-11-01,46.12,46.28,45.6,45.99,20020196
2016-11-02,45.38,45.51,45.07,45.24,19566574
2016-11-03,45.33,45.79,45.25,45.34,14982746
2016-11-04,45.36,45.42,44.49,44.6,27391609
2016-11-07,45.22,45.69,45.21,45.4,25769393
2016-11-08,45.18,45.82,44.87,45.54,19462621
2016-11-09,46.33,48.61,46.0,47.99,67615042
2016-11-10,48.93,51.93,48.79,51.63,100988797
2016-11-11,51.09,51.99,50.73,51.73,46594895
2016-11-14,51.91,54.06,51.91,53.22,59154429
2016-11-15,52.38,52.59,51.54,52.59,39437914
2016-11-16,51.79,52.17,51.36,51.68,26996205
2016-11-17,51.39,52.9,50.96,52.49,29133825
2016-11-18,52.45,52.98,51.99,52.82,29673414
2016-11-21,52.85,52.98,52.02,52.12,23587173
2016-11-22,52.43,52.58,51.81,52.22,22816942
2016-11-23,52.44,52.63,51.95,52.16,20022318
