Date,Open,High,Low,Close,Volume
2016-10-04,58.98,59.44,58.57,58.9,1502697
2016-10-05,58.91,59.12,58.74,58.94,1286882
2016-10-06,58.71,59.11,58.26,59.08,1449841
2016-10-07,59.33,59.76,59.0,59.67,1351238
2016-10-10,59.93,60.27,59.73,59.79,789596
2016-10-11,59.65,59.65,57.65,57.89,1334463
2016-10-12,57.9,57.96,57.59,57.8,1133115
2016-10-13,57.44,57.86,57.02,57.82,1797555
2016-10-14,58.21,58.9,57.98,58.7,2110450
2016-10-17,58.59,59.02,58.28,58.33,1697584
2016-10-18,58.92,59.47,58.82,59.06,1061503
2016-10-19,59.1,59.59,58.67,59.41,1193775
2016-10-20,59.2,59.98,58.63,59.05,1264613
2016-10-21,58.63,58.63,57.84,58.3,994430
2016-10-24,58.64,58.76,57.88,57.98,802568
2016-10-25,58.09,58.09,56.7,56.76,1721163
2016-10-26,56.47,56.61,55.58,55.85,1524182
2016-10-27,56.09,56.19,55.39,55.83,1172481
2016-10-28,55.62,57.65,55.62,57.05,2109549
2016-10-31,56.93,57.72,56.22,57.57,2060169
2016-11-01,58.63,59.58,57.82,58.4,2461041
2016-11-02,58.65,60.61,58.65,59.74,2664983
2016-11-03,59.98,60.47,59.22,59.55,2487571
2016-11-04,55.19,61.75,55.01,60.6,3712587
2016-11-07,61.54,61.55,60.3,61.12,2983449
2016-11-08,61.05,61.28,59.52,61.0,1221346
2016-11-09,62.92,62.92,59.95,61.19,2048874
2016-11-10,61.95,62.17,60.85,61.08,1973560
2016-11-11,60.89,61.19,60.1,60.22,1407048
2016-11-14,60.31,60.41,58.45,58.68,2372042
2016-11-15,58.89,60.11,58.5,59.97,1411655
2016-11-16,59.97,60.68,59.19,60.57,1200051
2016-11-17,60.36,61.2,60.36,60.95,1366977
2016-11-18,60.74,60.95,60.04,60.16,1294559
2016-11-21,60.14,60.64,59.59,59.88,1390153
2016-11-22,58.57,59.97,58.57,59.85,2663838
2016-11-23,59.86,60.55,59.06,60.51,1346874
2016-11-25,59.04,60.88,59.04,60.75,434714
2016-11-28,60.66,60.79,60.05,60.44,1856353
2016-11-29,60.59,60.95,60.42,60.47,1021988
2016-11-30,60.15,60.35,58.14,58.18,2349029
2016-12-01,58.4,59.02,57.24,57.46,2290964
2016-12-02,57.24,58.21,56.71,56.91,2257277
2016-12-05,57.71,58.22,57.24,57.27,2162063
2016-12-06,57.09,57.94,57.03,57.92,1364104
2016-12-07,57.84,58.19,57.32,58.08,1544126
2016-12-08,58.07,58.84,57.6,58.8,1488758
2016-12-09,58.94,59.1,58.25,59.02,1336801
2016-12-12,58.87,59.63,58.87,59.25,1062443
2016-12-13,59.54,60.03,59.06,59.82,865302
2016-12-14,59.85,60.24,59.26,59.67,1205469
2016-12-15,59.81,60.64,59.38,60.4,1398180
2016-12-16,60.6,60.62,59.95,60.08,1884700
2016-12-19,60.24,60.4,59.6,59.68,779314
2016-12-20,59.89,60.27,59.44,59.94,1224121
2016-12-21,59.68,60.12,59.56,59.78,880821
2016-12-22,59.63,59.66,58.55,59.13,922426
2016-12-23,59.06,60.24,58.95,59.24,434649
2016-12-27,59.45,59.81,58.96,59.07,635112
2016-12-28,58.88,59.31,58.09,58.15,1034768
2016-12-29,58.25,58.56,58.06,58.25,734047
