Date,Open,High,Low,Close,Volume
2016-10-04,73.61,73.75,72.24,72.61,1343645
2016-10-05,73.17,74.3,73.08,73.68,937342
2016-10-06,73.42,73.9,73.15,73.69,879624
2016-10-07,72.55,73.42,71.69,72.24,1159014
2016-10-10,68.19,70.37,66.49,66.69,4984193
2016-10-11,66.16,68.15,66.16,66.91,2935602
2016-10-12,66.96,67.48,66.72,67.29,1562376
2016-10-13,66.41,66.72,65.86,66.64,1869984
2016-10-14,67.0,68.1,66.8,67.78,1751992
2016-10-17,67.86,67.99,67.43,67.62,1087742
2016-10-18,68.45,68.45,67.27,67.54,1406822
2016-10-19,68.0,70.86,67.76,69.42,2221005
2016-10-20,69.3,70.3,68.05,68.2,2097749
2016-10-21,67.22,68.77,67.08,68.64,1371552
2016-10-24,69.21,69.44,68.53,68.95,981551
2016-10-25,68.86,69.02,67.91,67.97,1386552
2016-10-26,67.68,69.38,67.53,68.58,1043311
2016-10-27,68.87,68.94,67.48,67.49,1697768
2016-10-28,67.81,68.83,67.6,67.77,1517366
2016-10-31,68.17,68.3,66.86,66.89,1629830
2016-11-01,66.92,67.11,65.8,66.52,2416055
2016-11-02,66.02,66.71,65.5,66.3,3377859
2016-11-03,66.33,67.05,65.95,66.36,1707357
2016-11-04,66.34,66.68,65.5,65.53,2727367
2016-11-07,66.82,67.1,66.19,66.71,3535656
2016-11-08,66.71,67.28,66.43,66.78,2526410
2016-11-09,67.08,71.33,66.78,70.25,3003173
2016-11-10,70.99,72.06,70.99,71.61,2443171
2016-11-11,71.16,72.22,70.69,70.94,1862418
2016-11-14,71.61,71.81,70.15,71.03,1103293
2016-11-15,71.09,71.7,70.76,71.56,1714163
2016-11-16,70.99,71.27,70.07,70.67,930095
2016-11-17,70.7,70.98,69.95,70.14,1155381
2016-11-18,70.14,70.32,69.5,70.16,953094
2016-11-21,70.66,72.98,70.57,72.09,2035375
2016-11-22,72.44,72.44,70.73,71.59,1154887
2016-11-23,71.86,72.36,71.61,72.24,1168308
2016-11-25,72.28,72.48,71.66,72.28,436575
2016-11-28,71.84,72.0,70.66,70.73,748341
2016-11-29,70.18,70.18,68.1,69.78,1292873
2016-11-30,72.85,74.31,71.97,72.61,2827681
2016-12-01,73.36,76.73,73.36,75.53,3584498
2016-12-02,75.27,75.68,73.82,74.39,1798562
2016-12-05,75.0,75.65,74.38,74.64,1979564
2016-12-06,74.2,74.78,73.61,74.72,2118918
2016-12-07,74.88,76.73,74.62,76.7,1183080
2016-12-08,76.52,76.98,75.87,76.26,1395713
2016-12-09,76.33,76.87,75.94,76.82,845099
2016-12-12,77.04,78.27,76.46,76.75,1133215
2016-12-13,77.14,77.91,76.84,77.13,1001539
2016-12-14,76.32,77.42,75.54,75.64,963150
2016-12-15,75.19,76.72,75.01,76.03,789360
2016-12-16,76.06,76.98,75.34,75.58,1621368
2016-12-19,75.59,76.33,74.89,75.67,813938
2016-12-20,76.12,76.88,75.65,76.0,626356
2016-12-21,76.19,76.55,75.48,75.89,536037
2016-12-22,75.78,75.9,75.32,75.6,594102
2016-12-23,75.72,75.81,75.34,75.6,391318
2016-12-27,75.72,76.56,75.72,76.32,544176
2016-12-28,76.3,76.74,75.18,75.31,1124410
2016-12-29,75.53,75.94,74.91,75.19,426344
2016-12-30,75.21,75.38,74.53,74.93,523060
2017-01-03,76.31,77.53,75.42,76.42,1323108
2017-01-04,76.61,76.85,76.07,76.78,941779
2017-01-05,76.5,77.29,75.61,76.53,933060
2017-01-06,77.33,78.96,77.24,77.72,2522910
2017-01-09,77.63,77.9,76.44,76.72,1026894
2017-01-10,77.13,77.74,76.48,77.02,1463356
2017-01-11,77.09,79.23,76.92,79.16,1454483
2017-01-12,79.07,79.18,77.22,78.37,924418
2017-01-13,79.8,81.5,78.91,79.65,1749113
2017-01-17,79.2,79.46,77.97,78.18,1309349
2017-01-18,78.05,78.92,78.05,78.4,967190
2017-01-19,78.74,79.22,77.69,78.25,1179707
2017-01-20,78.61,79.27,78.39,79.02,980120
2017-01-23,78.68,79.14,77.71,78.47,860289
2017-01-24,78.66,80.74,78.47,80.51,1123765
2017-01-25,80.98,81.68,80.11,81.46,1794053
2017-01-26,80.46,82.32,78.68,80.33,2122096
2017-01-27,80.66,80.66,79.36,79.79,1290613
2017-01-30,79.61,79.61,77.44,78.43,1187568
2017-01-31,78.25,78.35,76.9,77.75,2885028
2017-02-01,78.31,78.84,77.31,78.22,1238110
2017-02-02,77.9,78.19,77.32,77.8,867933
2017-02-03,78.02,79.13,77.97,78.84,811232
2017-02-06,78.49,78.73,77.69,78.01,628437
2017-02-07,78.3,78.83,77.25,77.65,1066811
2017-02-08,77.44,77.89,76.72,77.76,1109147
2017-02-09,78.07,78.95,77.61,78.85,960718
2017-02-10,79.05,79.53,78.86,79.28,649271
2017-02-13,79.57,80.45,79.49,79.6,775164
2017-02-14,78.8,79.75,78.8,79.75,701153
2017-02-15,79.51,80.2,79.32,80.15,665723
2017-02-16,80.29,80.29,79.26,79.98,798210
2017-02-17,79.53,79.94,78.94,79.94,1000737
2017-02-21,79.91,81.17,79.79,80.88,994861
2017-02-22,79.84,81.86,79.84,80.92,1912588
2017-02-23,81.41,81.69,79.93,80.29,1459753
2017-02-24,79.06,80.06,78.09,80.06,793817
2017-02-27,79.87,80.56,79.58,80.27,936969
